Siparis_ID,Urun_Tipi,Siparis_Adedi,Hedef_Gramaj_g,Geri_Donusumlu_Kagit_Orani,Hammadde_Nem_Orani,Firin_Hizi_m_dk,Firin_Sicakligi_C,Dogalgaz_Tuketimi_m3,Elektrik_Tuketimi_kWh
S-12129,Endüstriyel Ambalaj Viyolu,24796,102,0.95,0.064,32.41,233.3,414.23,665.3
S-12130,Endüstriyel Ambalaj Viyolu,70455,90,0.94,0.124,42.76,206.8,285.41,1072.64
S-12131,Oluklu Mukavva Kutu,55693,297,0.87,0.068,16.17,182.2,1626.47,707.93
S-12132,Premium Meyve Viyolu,76577,63,0.81,0.139,17.11,238.8,886.72,837.32
S-12133,Endüstriyel Ambalaj Viyolu,24022,100,0.9,0.126,27.88,231.7,612.26,592.7
S-12134,Standart Yumurta Viyolu,49599,53,0.73,0.071,22.16,235.1,612.33,686.31
S-12135,Endüstriyel Ambalaj Viyolu,62535,117,0.86,0.14,44.93,225.2,515.06,1033.78
S-12136,Endüstriyel Ambalaj Viyolu,41270,119,0.89,0.085,23.2,214.6,731.45,691.25
S-12137,Premium Meyve Viyolu,81820,65,0.99,0.143,37.87,211.2,215.17,1043.57
S-12138,Endüstriyel Ambalaj Viyolu,60307,84,0.93,0.14,38.69,191.7,278.37,1014.96
S-12139,Oluklu Mukavva Kutu,37294,260,0.7,0.07,18.4,230.6,2349.88,560.23
S-12140,Endüstriyel Ambalaj Viyolu,84345,130,0.99,0.088,15.29,197.0,642.61,826.42
S-12141,Oluklu Mukavva Kutu,81372,210,0.76,0.086,40.86,205.5,843.73,1178.4
S-12142,Premium Meyve Viyolu,96849,81,0.82,0.125,17.2,185.4,779.33,1038.94
S-12143,Standart Yumurta Viyolu,85260,52,0.94,0.142,26.65,215.8,335.97,994.01
S-12144,Standart Yumurta Viyolu,87616,54,0.95,0.141,22.63,226.4,380.26,935.07
S-12145,Endüstriyel Ambalaj Viyolu,52647,115,0.98,0.052,43.96,189.0,196.85,1022.0
S-12146,Standart Yumurta Viyolu,68355,47,0.81,0.072,32.57,200.9,301.2,942.65
S-12147,Oluklu Mukavva Kutu,63188,167,0.97,0.074,32.23,226.1,483.21,858.07
S-12148,Standart Yumurta Viyolu,99850,54,0.86,0.063,15.78,189.2,466.29,965.86
S-12149,Endüstriyel Ambalaj Viyolu,52914,111,0.76,0.084,17.34,191.5,972.41,714.02
S-12150,Standart Yumurta Viyolu,21866,48,0.9,0.109,21.7,230.8,458.25,521.84
S-12151,Premium Meyve Viyolu,86122,88,0.82,0.148,38.11,238.0,500.54,1210.1
S-12152,Standart Yumurta Viyolu,29231,55,0.93,0.138,43.92,199.5,199.64,857.69
S-12153,Premium Meyve Viyolu,69372,77,0.86,0.068,25.42,235.9,552.63,841.22
S-12154,Oluklu Mukavva Kutu,61115,297,0.88,0.062,24.78,213.8,1290.08,796.91
S-12155,Endüstriyel Ambalaj Viyolu,35646,93,0.99,0.071,20.61,207.3,365.61,622.17
S-12156,Oluklu Mukavva Kutu,49286,295,0.71,0.104,43.7,203.5,1192.35,961.86
S-12157,Oluklu Mukavva Kutu,66980,238,0.91,0.122,31.88,238.5,1088.05,949.72
S-12158,Standart Yumurta Viyolu,86379,45,0.91,0.124,23.71,198.2,306.37,1003.7
S-12159,Endüstriyel Ambalaj Viyolu,26718,98,0.87,0.075,39.51,186.6,334.16,803.49
S-12160,Standart Yumurta Viyolu,58394,53,0.76,0.104,23.47,199.4,490.32,775.49
S-12161,Standart Yumurta Viyolu,10110,53,1.0,0.053,34.87,202.3,124.16,636.69
S-12162,Oluklu Mukavva Kutu,24378,222,0.9,0.123,35.72,186.8,654.01,732.86
S-12163,Standart Yumurta Viyolu,40833,51,0.71,0.091,28.01,208.0,437.04,753.65
S-12164,Endüstriyel Ambalaj Viyolu,91948,100,0.79,0.056,35.6,214.1,524.67,1100.33
S-12165,Endüstriyel Ambalaj Viyolu,63219,104,0.86,0.097,30.34,218.2,541.22,929.49
S-12166,Endüstriyel Ambalaj Viyolu,81449,93,0.74,0.066,34.18,232.4,570.78,1045.81
S-12167,Premium Meyve Viyolu,72242,64,0.93,0.133,41.42,216.4,259.62,1094.38
S-12168,Premium Meyve Viyolu,82800,72,0.85,0.097,24.32,232.2,578.49,910.46
S-12169,Oluklu Mukavva Kutu,64687,189,0.93,0.053,35.19,229.0,602.96,896.27
S-12170,Oluklu Mukavva Kutu,97826,182,0.72,0.076,17.83,198.9,1571.47,1002.79
S-12171,Premium Meyve Viyolu,11520,62,0.87,0.093,28.77,238.2,458.97,508.75
S-12172,Standart Yumurta Viyolu,28873,52,0.83,0.056,29.68,228.8,359.51,648.18
S-12173,Endüstriyel Ambalaj Viyolu,27796,85,0.92,0.107,29.05,233.3,492.3,664.27
S-12174,Premium Meyve Viyolu,94180,85,0.94,0.114,28.74,231.9,463.99,1060.55
S-12175,Endüstriyel Ambalaj Viyolu,69772,130,0.82,0.062,17.41,189.4,937.22,730.43
S-12176,Endüstriyel Ambalaj Viyolu,91690,91,0.91,0.149,28.25,211.1,602.26,1118.36
S-12177,Endüstriyel Ambalaj Viyolu,76770,107,0.86,0.051,15.05,185.9,801.82,780.76
S-12178,Endüstriyel Ambalaj Viyolu,60425,102,0.76,0.139,42.86,238.6,651.57,1034.54
S-12179,Premium Meyve Viyolu,34352,73,0.85,0.068,39.19,233.3,353.98,850.6
S-12180,Standart Yumurta Viyolu,85751,52,0.93,0.06,16.21,225.2,472.33,869.13
S-12181,Premium Meyve Viyolu,75762,68,0.95,0.142,23.94,237.0,504.5,890.46
S-12182,Endüstriyel Ambalaj Viyolu,81587,116,0.84,0.133,36.89,192.6,520.38,1120.12
S-12183,Oluklu Mukavva Kutu,14385,159,0.85,0.092,20.16,201.5,1026.35,444.97
S-12184,Endüstriyel Ambalaj Viyolu,58310,87,0.76,0.099,38.94,214.1,504.18,997.56
S-12185,Endüstriyel Ambalaj Viyolu,20494,89,0.91,0.117,28.48,221.4,484.8,613.62
S-12186,Oluklu Mukavva Kutu,70940,282,0.93,0.051,21.52,183.9,961.84,865.39
S-12187,Standart Yumurta Viyolu,78597,54,0.94,0.05,30.04,222.3,244.19,952.48
S-12188,Standart Yumurta Viyolu,42142,52,0.73,0.068,29.27,219.2,424.08,734.83
S-12189,Standart Yumurta Viyolu,99662,55,0.76,0.074,21.8,203.7,497.85,1109.65
S-12190,Oluklu Mukavva Kutu,90352,163,0.93,0.122,18.8,182.9,911.24,1001.33
S-12191,Oluklu Mukavva Kutu,80127,152,1.0,0.139,27.33,202.3,453.69,950.58
S-12192,Endüstriyel Ambalaj Viyolu,69511,112,0.74,0.063,18.42,194.4,983.06,793.98
S-12193,Endüstriyel Ambalaj Viyolu,85230,126,0.81,0.096,24.74,191.0,761.05,927.0
S-12194,Oluklu Mukavva Kutu,65183,240,0.76,0.086,18.87,207.4,1810.2,729.82
S-12195,Oluklu Mukavva Kutu,47907,192,0.73,0.093,44.5,199.7,795.65,981.07
S-12196,Standart Yumurta Viyolu,88333,49,0.72,0.096,44.68,226.2,330.7,1264.32
S-12197,Oluklu Mukavva Kutu,18050,271,0.93,0.102,42.73,229.5,763.47,777.5
S-12198,Premium Meyve Viyolu,85085,61,0.79,0.054,43.07,215.2,274.55,1168.07
S-12199,Oluklu Mukavva Kutu,91830,156,0.95,0.134,39.44,218.7,466.56,1143.78
S-12200,Oluklu Mukavva Kutu,73538,171,0.7,0.133,17.62,217.8,2453.61,826.13
S-12201,Premium Meyve Viyolu,76269,62,0.98,0.053,38.2,183.1,139.21,1052.0
S-12202,Oluklu Mukavva Kutu,43036,183,0.72,0.129,30.89,181.7,1032.47,756.34
S-12203,Oluklu Mukavva Kutu,46073,215,0.94,0.094,31.64,228.0,713.01,816.37
S-12204,Standart Yumurta Viyolu,24621,54,0.88,0.113,37.02,217.3,291.77,742.47
S-12205,Premium Meyve Viyolu,87564,83,0.9,0.06,26.42,226.2,435.53,1010.13
S-12206,Premium Meyve Viyolu,96396,74,1.0,0.14,15.63,231.5,530.87,958.39
S-12207,Oluklu Mukavva Kutu,32989,216,0.92,0.094,34.66,200.4,630.58,696.44
S-12208,Premium Meyve Viyolu,73559,65,0.74,0.133,25.46,204.0,630.7,938.93
S-12209,Standart Yumurta Viyolu,54937,46,0.86,0.146,41.6,190.2,234.84,975.23
S-12210,Premium Meyve Viyolu,88059,89,0.81,0.087,20.85,186.9,684.49,971.14
S-12211,Premium Meyve Viyolu,75004,84,0.99,0.127,22.3,182.4,343.98,865.31
S-12212,Endüstriyel Ambalaj Viyolu,60222,95,0.88,0.071,41.67,239.6,405.95,914.84
S-12213,Endüstriyel Ambalaj Viyolu,93568,90,0.97,0.147,22.86,192.8,439.82,970.3
S-12214,Premium Meyve Viyolu,85727,83,0.7,0.091,17.2,204.3,991.77,845.44
S-12215,Oluklu Mukavva Kutu,17120,217,0.96,0.125,21.57,184.3,806.57,519.93
S-12216,Standart Yumurta Viyolu,16884,47,0.93,0.095,25.38,207.1,283.13,539.62
S-12217,Endüstriyel Ambalaj Viyolu,62264,110,0.71,0.102,15.99,208.1,1383.82,740.72
S-12218,Oluklu Mukavva Kutu,72425,286,0.98,0.113,43.02,225.4,604.7,1091.86
S-12219,Premium Meyve Viyolu,59781,81,0.82,0.067,29.85,208.3,460.94,886.32
S-12220,Endüstriyel Ambalaj Viyolu,72205,96,0.94,0.144,41.31,192.5,274.77,1082.59
S-12221,Premium Meyve Viyolu,79526,87,0.82,0.086,39.79,207.1,405.1,1115.21
S-12222,Endüstriyel Ambalaj Viyolu,11554,98,0.72,0.099,38.22,189.1,475.79,669.25
S-12223,Endüstriyel Ambalaj Viyolu,60070,123,0.96,0.083,24.87,215.9,500.51,781.21
S-12224,Oluklu Mukavva Kutu,79501,160,0.82,0.085,30.75,216.0,910.14,1039.11
S-12225,Standart Yumurta Viyolu,79637,55,0.79,0.063,37.82,231.0,324.15,1025.56
S-12226,Oluklu Mukavva Kutu,66595,219,0.85,0.103,34.78,182.5,744.61,974.99
S-12227,Oluklu Mukavva Kutu,45432,218,0.84,0.133,28.54,188.9,1019.73,800.95
S-12228,Standart Yumurta Viyolu,43468,55,0.76,0.144,30.97,231.1,503.75,736.22
S-12229,Endüstriyel Ambalaj Viyolu,70438,129,1.0,0.102,19.22,193.2,475.14,807.73
S-12230,Premium Meyve Viyolu,98065,78,0.84,0.092,38.38,201.3,340.71,1226.77
S-12231,Premium Meyve Viyolu,78151,70,0.92,0.149,39.57,213.3,333.83,1100.28
S-12232,Premium Meyve Viyolu,51060,77,0.98,0.149,26.9,239.5,403.92,754.12
S-12233,Standart Yumurta Viyolu,98185,45,0.73,0.077,38.04,231.2,344.9,1275.87
S-12234,Standart Yumurta Viyolu,11567,51,0.85,0.121,26.73,230.5,472.6,537.85
S-12235,Standart Yumurta Viyolu,78847,46,0.86,0.139,22.56,202.9,421.21,958.61
S-12236,Endüstriyel Ambalaj Viyolu,56073,94,0.97,0.085,26.08,233.3,451.0,704.66
S-12237,Oluklu Mukavva Kutu,43016,199,0.8,0.078,34.68,187.2,767.13,828.62
S-12238,Standart Yumurta Viyolu,13106,54,0.76,0.119,33.08,191.1,360.44,564.32
S-12239,Standart Yumurta Viyolu,17455,54,0.91,0.114,30.97,226.1,336.19,638.25
S-12240,Premium Meyve Viyolu,88562,80,0.94,0.083,41.44,216.9,262.51,1254.79
S-12241,Standart Yumurta Viyolu,25725,46,0.77,0.104,26.13,221.8,487.32,598.6
S-12242,Premium Meyve Viyolu,59277,81,0.9,0.118,21.51,239.1,701.32,778.95
S-12243,Premium Meyve Viyolu,24528,82,0.8,0.104,19.11,212.3,844.06,485.49
S-12244,Premium Meyve Viyolu,43205,69,0.89,0.089,29.96,232.5,418.35,752.81
S-12245,Endüstriyel Ambalaj Viyolu,96570,84,0.75,0.054,20.57,225.9,849.88,984.48
S-12246,Endüstriyel Ambalaj Viyolu,46226,129,0.86,0.052,36.5,186.6,401.61,874.56
S-12247,Endüstriyel Ambalaj Viyolu,97500,129,0.8,0.126,43.63,202.3,549.46,1301.03
S-12248,Oluklu Mukavva Kutu,43729,191,0.94,0.116,20.78,198.2,906.04,628.3
S-12249,Standart Yumurta Viyolu,46344,45,0.76,0.114,44.84,180.7,254.15,1009.04
S-12250,Endüstriyel Ambalaj Viyolu,60933,101,0.97,0.101,31.31,208.3,336.8,887.49
S-12251,Standart Yumurta Viyolu,43847,49,0.87,0.081,31.01,188.1,242.94,743.62
S-12252,Premium Meyve Viyolu,67747,62,0.88,0.06,25.64,195.1,346.24,958.4
S-12253,Endüstriyel Ambalaj Viyolu,36302,119,0.98,0.143,44.08,187.5,276.31,852.45
S-12254,Endüstriyel Ambalaj Viyolu,33388,121,0.86,0.052,16.86,233.3,1012.56,558.82
S-12255,Endüstriyel Ambalaj Viyolu,24212,89,0.97,0.109,39.18,205.6,257.77,718.5
S-12256,Endüstriyel Ambalaj Viyolu,38624,119,0.84,0.105,18.17,239.5,1178.33,574.32
S-12257,Standart Yumurta Viyolu,67878,49,0.86,0.104,28.19,226.3,419.93,912.74
S-12258,Standart Yumurta Viyolu,14569,46,0.92,0.053,32.12,233.1,230.74,594.09
S-12259,Standart Yumurta Viyolu,84887,49,0.98,0.085,28.76,238.9,248.42,896.21
S-12260,Endüstriyel Ambalaj Viyolu,12459,111,0.95,0.124,22.95,181.0,519.49,475.15
S-12261,Premium Meyve Viyolu,95572,80,0.97,0.146,41.39,214.8,286.23,1223.02
S-12262,Standart Yumurta Viyolu,14959,55,0.92,0.104,17.62,235.6,483.06,416.84
S-12263,Endüstriyel Ambalaj Viyolu,44922,89,0.89,0.117,21.32,230.2,698.78,652.04
S-12264,Oluklu Mukavva Kutu,61292,297,0.82,0.123,43.96,228.6,1151.26,1014.39
S-12265,Standart Yumurta Viyolu,77552,52,0.79,0.133,35.16,238.2,434.86,975.57
S-12266,Endüstriyel Ambalaj Viyolu,67154,105,0.85,0.074,32.7,206.6,437.22,918.53
S-12267,Standart Yumurta Viyolu,80795,48,0.71,0.102,25.06,180.1,399.93,909.64
S-12268,Standart Yumurta Viyolu,60387,52,0.82,0.063,30.23,221.5,369.29,893.03
S-12269,Standart Yumurta Viyolu,84349,53,0.84,0.102,39.31,205.7,267.2,1220.36
S-12270,Oluklu Mukavva Kutu,53704,227,0.83,0.126,20.25,200.3,1531.11,676.97
S-12271,Endüstriyel Ambalaj Viyolu,17234,120,0.77,0.108,38.95,227.2,627.53,742.78
S-12272,Standart Yumurta Viyolu,57887,53,0.95,0.123,37.48,191.8,204.95,942.29
S-12273,Oluklu Mukavva Kutu,20545,267,0.85,0.118,32.64,230.5,1316.78,602.09
S-12274,Oluklu Mukavva Kutu,94907,201,0.74,0.119,36.96,182.6,848.78,1262.77
S-12275,Premium Meyve Viyolu,82676,61,0.74,0.092,20.83,204.9,690.7,882.1
S-12276,Endüstriyel Ambalaj Viyolu,96603,92,0.93,0.111,15.68,235.9,846.38,956.0
S-12277,Oluklu Mukavva Kutu,61131,177,0.87,0.097,27.6,233.4,950.46,844.68
S-12278,Oluklu Mukavva Kutu,73766,171,0.98,0.142,35.53,208.1,456.28,1031.37
S-12279,Endüstriyel Ambalaj Viyolu,34833,88,0.7,0.092,19.12,189.6,931.45,589.88
S-12280,Standart Yumurta Viyolu,35309,45,0.84,0.101,15.98,184.2,484.86,505.42
S-12281,Premium Meyve Viyolu,74124,72,0.92,0.111,26.76,187.1,340.89,968.53
S-12282,Standart Yumurta Viyolu,80851,55,0.92,0.101,37.16,234.4,272.95,1127.16
S-12283,Oluklu Mukavva Kutu,75494,286,0.85,0.077,43.07,207.5,810.94,1080.7
S-12284,Endüstriyel Ambalaj Viyolu,12151,82,0.74,0.1,31.84,200.3,563.23,591.92
S-12285,Oluklu Mukavva Kutu,17347,236,0.81,0.126,29.56,192.1,1133.36,567.68
S-12286,Standart Yumurta Viyolu,63150,46,0.74,0.15,16.48,206.5,694.04,715.38
S-12287,Premium Meyve Viyolu,95701,81,0.87,0.065,38.52,199.9,330.6,1237.02
S-12288,Endüstriyel Ambalaj Viyolu,98877,114,0.97,0.134,33.25,203.3,413.92,1162.57
S-12289,Premium Meyve Viyolu,85936,67,0.96,0.06,26.55,226.6,274.91,966.86
S-12290,Standart Yumurta Viyolu,14833,47,0.82,0.11,44.99,209.6,238.23,742.88
S-12291,Endüstriyel Ambalaj Viyolu,95699,81,0.71,0.106,31.34,192.3,591.04,1157.02
S-12292,Endüstriyel Ambalaj Viyolu,91051,82,0.78,0.084,44.71,202.5,355.97,1326.64
S-12293,Premium Meyve Viyolu,95037,64,0.94,0.127,35.03,231.3,316.23,1188.78
S-12294,Standart Yumurta Viyolu,32577,55,0.77,0.09,37.75,219.1,335.98,810.55
S-12295,Standart Yumurta Viyolu,50283,46,0.85,0.125,31.88,185.0,266.14,808.94
S-12296,Endüstriyel Ambalaj Viyolu,90114,90,0.78,0.107,30.12,192.2,555.4,1081.85
S-12297,Standart Yumurta Viyolu,23937,46,0.96,0.135,30.35,222.4,255.55,614.83
S-12298,Endüstriyel Ambalaj Viyolu,87984,119,0.78,0.133,17.51,226.4,1537.62,854.75
S-12299,Premium Meyve Viyolu,18271,85,0.85,0.087,34.36,236.9,518.53,662.47
S-12300,Premium Meyve Viyolu,65864,70,0.82,0.097,41.07,204.9,328.64,1042.14
S-12301,Endüstriyel Ambalaj Viyolu,52498,87,0.75,0.114,36.51,215.0,558.55,858.74
S-12302,Premium Meyve Viyolu,52151,86,0.81,0.1,41.11,226.6,493.28,944.91
S-12303,Premium Meyve Viyolu,15975,78,0.74,0.117,22.09,206.3,789.48,482.95
S-12304,Premium Meyve Viyolu,53975,62,0.73,0.119,15.87,217.1,966.94,663.4
S-12305,Standart Yumurta Viyolu,45899,47,0.98,0.102,16.3,200.5,315.47,596.39
S-12306,Endüstriyel Ambalaj Viyolu,32026,124,0.9,0.097,26.51,187.1,538.25,639.9
S-12307,Oluklu Mukavva Kutu,82536,192,0.94,0.064,32.86,200.6,546.11,998.56
S-12308,Endüstriyel Ambalaj Viyolu,41934,117,0.84,0.09,32.79,209.5,594.05,729.22
S-12309,Standart Yumurta Viyolu,27481,46,0.9,0.053,28.98,183.5,206.96,612.39
S-12310,Endüstriyel Ambalaj Viyolu,30677,81,0.96,0.138,17.1,205.1,549.34,530.05
S-12311,Endüstriyel Ambalaj Viyolu,20580,80,0.93,0.124,42.1,180.5,248.7,743.87
S-12312,Standart Yumurta Viyolu,33516,46,0.9,0.139,16.72,215.8,514.48,540.09
S-12313,Oluklu Mukavva Kutu,64555,271,0.85,0.111,20.74,196.4,1535.33,857.16
S-12314,Premium Meyve Viyolu,37021,64,0.96,0.084,23.0,239.1,376.96,643.29
S-12315,Oluklu Mukavva Kutu,78562,265,0.71,0.077,23.08,229.2,1966.34,967.84
S-12316,Endüstriyel Ambalaj Viyolu,41359,91,0.91,0.15,36.3,225.7,477.8,839.59
S-12317,Standart Yumurta Viyolu,88154,47,0.99,0.071,30.12,220.8,180.54,993.24
S-12318,Endüstriyel Ambalaj Viyolu,90222,85,0.78,0.083,28.25,211.8,578.1,920.25
S-12319,Oluklu Mukavva Kutu,55593,257,0.79,0.066,16.42,191.8,1941.88,689.16
S-12320,Standart Yumurta Viyolu,83100,48,0.75,0.061,37.48,198.3,271.81,1111.58
S-12321,Premium Meyve Viyolu,25401,76,0.8,0.079,30.71,184.7,406.12,694.0
S-12322,Standart Yumurta Viyolu,91123,50,0.7,0.117,27.71,210.7,517.37,984.22
S-12323,Premium Meyve Viyolu,70845,84,0.99,0.057,23.52,194.6,268.79,815.28
S-12324,Premium Meyve Viyolu,46231,61,0.95,0.141,21.07,212.6,437.76,733.59
S-12325,Premium Meyve Viyolu,24769,85,0.83,0.069,29.65,204.1,478.07,655.15
S-12326,Premium Meyve Viyolu,99816,87,0.74,0.059,42.24,212.1,470.79,1363.06
S-12327,Endüstriyel Ambalaj Viyolu,75210,91,0.96,0.06,22.21,204.4,387.78,842.23
S-12328,Premium Meyve Viyolu,97836,89,0.95,0.139,20.61,217.2,592.25,1036.88
S-12329,Standart Yumurta Viyolu,17081,55,0.73,0.096,26.27,214.7,518.51,545.36
S-12330,Oluklu Mukavva Kutu,47363,203,1.0,0.104,29.21,237.3,596.49,765.69
S-12331,Endüstriyel Ambalaj Viyolu,42949,101,0.94,0.076,38.98,196.3,284.32,848.85
S-12332,Endüstriyel Ambalaj Viyolu,15677,86,0.76,0.126,34.24,235.4,649.81,646.16
S-12333,Standart Yumurta Viyolu,80432,47,0.94,0.114,35.07,229.9,225.05,1167.83
S-12334,Premium Meyve Viyolu,13809,75,0.89,0.08,20.48,217.0,552.86,454.08
S-12335,Standart Yumurta Viyolu,19287,48,0.7,0.111,25.86,225.1,553.57,503.76
S-12336,Endüstriyel Ambalaj Viyolu,87687,117,0.82,0.115,25.68,237.8,942.68,1030.46
S-12337,Oluklu Mukavva Kutu,64927,200,0.86,0.124,35.88,233.4,999.12,954.58
S-12338,Oluklu Mukavva Kutu,40154,178,0.91,0.119,24.78,227.1,985.44,684.86
S-12339,Oluklu Mukavva Kutu,39855,175,0.89,0.089,44.69,208.7,495.9,866.76
S-12340,Premium Meyve Viyolu,64079,87,0.9,0.058,33.11,235.9,408.95,921.24
S-12341,Premium Meyve Viyolu,59221,88,0.71,0.073,37.72,215.2,541.23,988.58
S-12342,Premium Meyve Viyolu,19637,75,0.72,0.139,21.81,213.2,848.5,518.63
S-12343,Endüstriyel Ambalaj Viyolu,17122,107,0.99,0.099,16.73,236.2,707.54,444.6
S-12344,Premium Meyve Viyolu,38333,89,0.86,0.133,15.99,196.1,855.59,559.75
S-12345,Endüstriyel Ambalaj Viyolu,33338,104,0.91,0.089,23.18,180.2,508.77,627.66
S-12346,Oluklu Mukavva Kutu,27878,267,0.82,0.106,21.83,217.3,1779.82,556.15
S-12347,Premium Meyve Viyolu,92840,71,0.89,0.142,26.44,225.9,550.87,1047.49
S-12348,Oluklu Mukavva Kutu,36504,235,0.82,0.082,41.61,183.0,680.18,894.71
S-12349,Premium Meyve Viyolu,14206,82,0.7,0.09,20.6,217.5,921.1,496.63
S-12350,Standart Yumurta Viyolu,46779,47,0.71,0.116,40.26,223.2,357.94,925.42
S-12351,Standart Yumurta Viyolu,71018,52,0.97,0.082,15.4,230.6,429.65,781.19
S-12352,Endüstriyel Ambalaj Viyolu,32439,128,0.77,0.075,29.0,233.9,890.0,670.53
S-12353,Oluklu Mukavva Kutu,38816,225,0.79,0.131,42.61,205.6,973.19,865.11
S-12354,Premium Meyve Viyolu,93623,90,0.86,0.118,33.68,189.2,414.61,1152.38
S-12355,Premium Meyve Viyolu,85775,77,0.98,0.075,37.02,197.1,187.23,1072.03
S-12356,Premium Meyve Viyolu,21334,73,0.92,0.106,41.49,198.4,266.63,781.21
S-12357,Endüstriyel Ambalaj Viyolu,38369,117,0.75,0.09,29.48,201.3,777.69,690.64
S-12358,Endüstriyel Ambalaj Viyolu,70655,97,0.76,0.121,43.05,213.9,507.18,1103.33
S-12359,Standart Yumurta Viyolu,66113,48,0.96,0.079,33.45,238.7,234.07,976.33
S-12360,Premium Meyve Viyolu,52899,73,0.83,0.056,38.93,182.1,269.08,933.99
S-12361,Premium Meyve Viyolu,87564,90,0.85,0.11,28.73,200.4,473.94,1020.29
S-12362,Premium Meyve Viyolu,85196,88,0.83,0.086,31.99,194.3,441.7,1070.47
S-12363,Standart Yumurta Viyolu,64758,45,0.76,0.098,40.99,181.3,242.55,1112.22
S-12364,Standart Yumurta Viyolu,71689,53,0.75,0.132,26.07,197.6,511.02,937.4
S-12365,Standart Yumurta Viyolu,65797,53,0.97,0.113,37.22,230.2,206.74,1001.24
S-12366,Endüstriyel Ambalaj Viyolu,72818,124,0.85,0.058,37.08,212.8,453.03,1058.27
S-12367,Standart Yumurta Viyolu,69302,52,0.88,0.122,36.67,228.9,331.68,966.55
S-12368,Premium Meyve Viyolu,20890,77,0.85,0.069,31.58,204.4,410.85,623.74
S-12369,Standart Yumurta Viyolu,63296,48,0.82,0.053,16.74,231.4,570.95,736.03
S-12370,Premium Meyve Viyolu,56976,69,0.81,0.144,34.88,230.7,500.89,957.44
S-12371,Premium Meyve Viyolu,94887,62,0.84,0.069,23.76,226.7,501.54,1044.09
S-12372,Standart Yumurta Viyolu,72886,55,0.84,0.059,16.71,202.5,583.85,770.03
S-12373,Oluklu Mukavva Kutu,31207,267,0.7,0.149,25.92,230.9,2191.86,636.49
S-12374,Standart Yumurta Viyolu,69616,52,0.94,0.121,30.82,210.9,269.09,917.35
S-12375,Premium Meyve Viyolu,63131,65,0.97,0.059,22.91,234.1,348.33,763.49
S-12376,Oluklu Mukavva Kutu,92157,268,0.86,0.11,27.47,198.0,1236.84,1098.0
S-12377,Standart Yumurta Viyolu,92222,46,0.89,0.074,15.67,228.5,462.26,904.24
S-12378,Endüstriyel Ambalaj Viyolu,53634,113,0.73,0.056,25.47,228.3,815.01,778.79
S-12379,Standart Yumurta Viyolu,48874,51,0.94,0.071,23.02,194.0,238.4,718.77
S-12380,Oluklu Mukavva Kutu,90281,288,0.75,0.095,41.22,214.2,1154.96,1214.35
S-12381,Premium Meyve Viyolu,99740,62,0.75,0.108,28.9,219.6,561.61,1149.42
S-12382,Oluklu Mukavva Kutu,17184,281,0.98,0.09,21.19,213.1,981.07,474.07
S-12383,Oluklu Mukavva Kutu,16758,178,0.76,0.09,18.34,181.9,1416.14,477.78
S-12384,Endüstriyel Ambalaj Viyolu,57918,109,0.91,0.116,18.43,197.5,723.75,736.11
S-12385,Standart Yumurta Viyolu,57916,50,0.8,0.147,32.82,228.1,417.23,866.05
S-12386,Premium Meyve Viyolu,94957,77,0.94,0.119,35.43,213.2,342.95,1182.89
S-12387,Standart Yumurta Viyolu,83499,48,0.78,0.085,41.15,198.5,278.31,1175.86
S-12388,Premium Meyve Viyolu,53899,67,1.0,0.094,27.84,230.6,267.23,830.92
S-12389,Standart Yumurta Viyolu,95070,52,0.84,0.082,33.26,232.6,323.21,1026.55
S-12390,Premium Meyve Viyolu,39548,70,0.99,0.118,27.22,181.6,225.69,707.73
S-12391,Oluklu Mukavva Kutu,45043,278,0.95,0.125,28.82,205.8,917.97,775.98
S-12392,Endüstriyel Ambalaj Viyolu,46325,83,0.77,0.144,39.28,229.2,563.71,880.78
S-12393,Standart Yumurta Viyolu,58865,50,0.71,0.074,38.23,194.4,286.36,994.07
S-12394,Endüstriyel Ambalaj Viyolu,73730,112,0.82,0.148,22.34,202.6,907.3,855.88
S-12395,Standart Yumurta Viyolu,71625,53,0.85,0.088,35.85,229.1,309.98,1017.67
S-12396,Oluklu Mukavva Kutu,69241,244,0.89,0.056,33.49,221.1,839.84,952.78
S-12397,Standart Yumurta Viyolu,34687,52,0.97,0.131,24.15,215.2,297.79,650.1
S-12398,Standart Yumurta Viyolu,20508,51,0.95,0.051,15.11,225.6,430.73,446.27
S-12399,Premium Meyve Viyolu,47797,90,0.98,0.062,21.96,234.2,432.68,667.74
S-12400,Standart Yumurta Viyolu,24334,47,0.86,0.058,23.56,211.2,347.59,578.23
S-12401,Oluklu Mukavva Kutu,24683,187,0.89,0.1,23.96,187.2,836.38,566.23
S-12402,Endüstriyel Ambalaj Viyolu,29726,93,0.76,0.093,27.56,182.7,614.89,700.66
S-12403,Standart Yumurta Viyolu,48426,51,0.72,0.144,17.98,231.3,950.75,630.35
S-12404,Premium Meyve Viyolu,72115,71,0.82,0.057,38.03,184.3,306.68,1038.19
S-12405,Endüstriyel Ambalaj Viyolu,68177,127,0.82,0.072,37.77,227.1,585.67,1044.18
S-12406,Standart Yumurta Viyolu,48209,48,0.85,0.086,22.71,225.1,414.96,653.18
S-12407,Standart Yumurta Viyolu,12888,48,0.82,0.121,42.53,220.0,307.27,709.74
